guid,headerGuid,itemGuid,locationGuid,purchaseOrderNumber,inventoryGuid,status,createdDate,tranDate,plannedDate,actualReceiptDate,invoiceType,qtyOrdered,qtyOpen,qtyReceived,amount,itemRate,isDropShip,isIntercompany,SubsidiaryID
19.220815-202-SH.1,19.220815-202-SH,19.05-600022,19.Default,220815-202-SH,19.Default.19.05-600022,Canceled,2022-10-04,2022-10-04,2023-03-01,NULL,R,1875.00,1875.00,0.00,1546450.0000,2474.3200000,0,0,A
19.220420-130-SH.2,19.220420-130-SH,19.05-600021,19.Default,220420-130-SH,19.Default.19.05-600021,Canceled,2022-10-04,2022-10-04,NULL,NULL,R,432.00,432.00,0.00,228340.8000,1585.7000000,0,0,A
19.220815-201-SH.2,19.220815-201-SH,19.05-600006,19.Default,220815-201-SH,19.Default.19.05-600006,Fully Billed,2022-10-04,2022-10-04,2023-03-15,NULL,R,300.00,0.00,300.00,10362.0000,103.6200000,0,0,A
19.220513-162-SH.1,19.220513-162-SH,19.05-600022,19.Default,220513-162-SH,19.Default.19.05-600022,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,480.00,0.00,480.00,395891.2000,2474.3200000,0,0,A
19.220815-201-SH.9,19.220815-201-SH,19.05-600016,19.Default,220815-201-SH,19.Default.19.05-600016,Fully Billed,2022-10-04,2022-10-04,2023-03-15,NULL,A,48.00,0.00,48.00,21603.2000,1350.2000000,0,0,A
19.220513-157-SH.1,19.220513-157-SH,19.05-600001,19.Default,220513-157-SH,19.Default.19.05-600001,Fully Billed,2022-10-04,2022-10-04,2023-01-20,NULL,G,2160.00,0.00,2160.00,1361001.6000,1890.2800000,0,0,A
19.220815-197-SH.2,19.220815-197-SH,19.05-600003,19.Default,220815-197-SH,19.Default.19.05-600003,Fully Billed,2022-10-04,2022-10-04,2023-03-06,NULL,G,480.00,0.00,480.00,205984.0000,1287.4000000,0,0,A
19.220513-154-SH.1,19.220513-154-SH,19.05-600001,19.Default,220513-154-SH,19.Default.19.05-600001,Fully Billed,2022-10-04,2022-10-04,2023-01-03,NULL,G,2160.00,0.00,2160.00,1361001.6000,1890.2800000,0,0,A
19.220923-221-SH.1,19.220923-221-SH,19.05-600001,19.Default,220923-221-SH,19.Default.19.05-600001,Canceled,2022-10-04,2022-10-04,2023-05-31,NULL,R,2160.00,2160.00,0.00,1361001.6000,1890.2800000,0,0,A
19.220513-151-SH.1,19.220513-151-SH,19.05-600001,19.Default,220513-151-SH,19.Default.19.05-600001,Fully Billed,2022-10-04,2022-10-04,2023-01-03,NULL,G,2160.00,0.00,2160.00,1361001.6000,1890.2800000,0,0,A
19.220923-219-SH.1,19.220923-219-SH,19.05-600013,19.Default,220923-219-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-04-05,NULL,G,1344.00,0.00,1344.00,1253387.5200,2797.7400000,0,0,A
19.220513-146-SH.2,19.220513-146-SH,19.05-600006,19.Default,220513-146-SH,19.Default.19.05-600006,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,432.00,0.00,432.00,0.0000,0.0000000,0,0,A
19.220923-216-SH.1,19.220923-216-SH,19.05-600013,19.Default,220923-216-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-04-11,NULL,G,1344.00,0.00,1344.00,1253387.5200,2797.7400000,0,0,A
19.220429-142-SH.1,19.220429-142-SH,19.05-600001,19.Default,220429-142-SH,19.Default.19.05-600001,Fully Billed,2022-10-04,2022-10-04,2022-12-12,NULL,G,2160.00,0.00,2160.00,1361001.6000,1890.2800000,0,0,A
19.220822-208-SH.1,19.220822-208-SH,19.05-600013,19.Default,220822-208-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-03-17,NULL,G,1344.00,0.00,1344.00,1253387.5200,2797.7400000,0,0,A
19.220420-156-SH.3,19.220420-156-SH,19.05-600011,19.Default,220420-156-SH,19.Default.19.05-600011,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,60.00,0.00,60.00,18840.0000,942.0000000,0,0,A
19.220822-205-SH.1,19.220822-205-SH,19.05-600013,19.Default,220822-205-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-02-07,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220420-156-SH.10,19.220420-156-SH,19.05-600015,19.Default,220420-156-SH,19.Default.19.05-600015,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,288.00,0.00,288.00,261649.9200,2725.5200000,0,0,A
19.220812-198-SH.2,19.220812-198-SH,19.05-600003,19.Default,220812-198-SH,19.Default.19.05-600003,Fully Billed,2022-10-04,2022-10-04,2023-03-06,NULL,G,480.00,0.00,480.00,205984.0000,1287.4000000,0,0,A
19.220420-139-SH.8,19.220420-139-SH,19.05-600010,19.Default,220420-139-SH,19.Default.19.05-600010,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,288.00,0.00,288.00,261649.9200,2725.5200000,0,0,A
19.220812-194-SH.2,19.220812-194-SH,19.05-600006,19.Default,220812-194-SH,19.Default.19.05-600006,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,432.00,0.00,432.00,14921.2800,103.6200000,0,0,A
19.220420-139-SH.4,19.220420-139-SH,19.05-600005,19.Default,220420-139-SH,19.Default.19.05-600005,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,57.00,0.00,57.00,20582.7000,1083.3000000,0,0,A
19.220812-192-SH.2,19.220812-192-SH,19.05-600003,19.Default,220812-192-SH,19.Default.19.05-600003,Fully Billed,2022-10-04,2022-10-04,2023-02-27,NULL,G,480.00,0.00,480.00,205984.0000,1287.4000000,0,0,A
19.220420-138-SH.2,19.220420-138-SH,19.05-600021,19.Default,220420-138-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2022-12-09,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220812-200-SH.2,19.220812-200-SH,19.05-600006,19.Default,220812-200-SH,19.Default.19.05-600006,Fully Billed,2022-10-04,2022-10-04,2023-03-09,NULL,G,432.00,0.00,432.00,14921.2800,103.6200000,0,0,A
19.220420-135-SH.2,19.220420-135-SH,19.05-600021,19.Default,220420-135-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2022-12-09,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220628-184-SH.1,19.220628-184-SH,19.05-600001,19.Default,220628-184-SH,19.Default.19.05-600001,Fully Billed,2022-10-04,2022-10-04,2023-01-31,NULL,G,2160.00,0.00,2160.00,1361001.6000,1890.2800000,0,0,A
19.220628-180-SH.4,19.220628-180-SH,19.05-600005,19.Default,220628-180-SH,19.Default.19.05-600005,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,60.00,0.00,60.00,21666.0000,1083.3000000,0,0,A
19.220628-169-SH.5,19.220628-169-SH,19.05-600020,19.Default,220628-169-SH,19.Default.19.05-600020,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,1728.00,0.00,1728.00,497376.0000,863.5000000,0,0,A
19.220628-180-SH.11,19.220628-180-SH,19.05-600018,19.Default,220628-180-SH,19.Default.19.05-600018,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,48.00,0.00,48.00,25371.2000,1585.7000000,0,0,A
19.220628-169-SH.1,19.220628-169-SH,19.05-600022,19.Default,220628-169-SH,19.Default.19.05-600022,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,480.00,0.00,480.00,395891.2000,2474.3200000,0,0,A
19.220628-180-SH.7,19.220628-180-SH,19.05-600017,19.Default,220628-180-SH,19.Default.19.05-600017,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,72.00,0.00,72.00,32404.8000,1350.2000000,0,0,A
19.220628-167-SH.1,19.220628-167-SH,19.05-600013,19.Default,220628-167-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-01-03,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220628-177-SH.2,19.220628-177-SH,19.05-600021,19.Default,220628-177-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220513-160-SH.1,19.220513-160-SH,19.05-600001,19.Default,220513-160-SH,19.Default.19.05-600001,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,2160.00,0.00,2160.00,1361001.6000,1890.2800000,0,0,A
19.220628-172-SH.2,19.220628-172-SH,19.05-600021,19.Default,220628-172-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-01-11,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220513-158-SH.1,19.220513-158-SH,19.05-600013,19.Default,220513-158-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-04-01,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220628-169-SH.3,19.220628-169-SH,19.05-600003,19.Default,220628-169-SH,19.Default.19.05-600003,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,480.00,0.00,480.00,205984.0000,1287.4000000,0,0,A
19.220812-189-SH.1,19.220812-189-SH,19.05-600013,19.Default,220812-189-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-02-10,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220628-169-SH.6,19.220628-169-SH,19.05-600019,19.Default,220628-169-SH,19.Default.19.05-600019,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,792.00,0.00,792.00,169936.8000,643.7000000,0,0,A
19.220628-186-SH.2,19.220628-186-SH,19.05-600021,19.Default,220628-186-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-02-10,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220628-165-SH.1,19.220628-165-SH,19.05-600013,19.Default,220628-165-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2022-12-16,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220628-182-SH.2,19.220628-182-SH,19.05-600021,19.Default,220628-182-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-02-01,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220513-159-SH.1,19.220513-159-SH,19.05-600013,19.Default,220513-159-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220628-179-SH.2,19.220628-179-SH,19.05-600021,19.Default,220628-179-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-01-31,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220513-155-SH.1,19.220513-155-SH,19.05-600013,19.Default,220513-155-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220628-174-SH.3,19.220628-174-SH,19.05-600012,19.Default,220628-174-SH,19.Default.19.05-600012,Fully Billed,2022-10-04,2022-10-04,2023-03-31,NULL,G,1200.00,0.00,1200.00,6280.0000,15.7000000,0,0,A
19.220628-185-SH.2,19.220628-185-SH,19.05-600021,19.Default,220628-185-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-01-31,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220628-173-SH.1,19.220628-173-SH,19.05-600013,19.Default,220628-173-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220628-181-SH.2,19.220628-181-SH,19.05-600021,19.Default,220628-181-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-01-31,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220628-170-SH.1,19.220628-170-SH,19.05-600001,19.Default,220628-170-SH,19.Default.19.05-600001,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,2160.00,0.00,2160.00,1361001.6000,1890.2800000,0,0,A
19.220628-176-SH.2,19.220628-176-SH,19.05-600021,19.Default,220628-176-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220628-166-SH.2,19.220628-166-SH,19.05-600021,19.Default,220628-166-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2022-12-19,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220628-174-SH.1,19.220628-174-SH,19.05-600008,19.Default,220628-174-SH,19.Default.19.05-600008,Fully Billed,2022-10-04,2022-10-04,2023-03-31,NULL,G,2400.00,0.00,2400.00,1532320.0000,1915.4000000,0,0,A
19.220513-163-SH.1,19.220513-163-SH,19.05-600008,19.Default,220513-163-SH,19.Default.19.05-600008,Canceled,2022-10-04,2022-10-04,2026-12-01,NULL,R,2400.00,2400.00,0.00,1532320.0000,1915.4000000,0,0,A
19.220628-171-SH.1,19.220628-171-SH,19.05-600013,19.Default,220628-171-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-01-03,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220513-162-SH.4,19.220513-162-SH,19.05-600009,19.Default,220513-162-SH,19.Default.19.05-600009,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,600.00,0.00,600.00,13188.0000,65.9400000,0,0,A
19.220628-168-SH.1,19.220628-168-SH,19.05-600007,19.Default,220628-168-SH,19.Default.19.05-600007,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,1680.00,0.00,1680.00,1737299.2000,3102.3200000,0,0,A
19.220513-161-SH.1,19.220513-161-SH,19.05-600013,19.Default,220513-161-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2022-12-15,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220513-163-SH.3,19.220513-163-SH,19.05-600012,19.Default,220513-163-SH,19.Default.19.05-600012,Canceled,2022-10-04,2022-10-04,2026-12-01,NULL,R,1200.00,1200.00,0.00,6280.0000,15.7000000,0,0,A
19.220513-152-SH.1,19.220513-152-SH,19.05-600013,19.Default,220513-152-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220513-162-SH.6,19.220513-162-SH,19.05-600019,19.Default,220513-162-SH,19.Default.19.05-600019,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,792.00,0.00,792.00,169936.8000,643.7000000,0,0,A
19.220822-210-SH.7,19.220822-210-SH,19.05-600023,19.Default,220822-210-SH,19.Default.19.05-600023,Canceled,2022-10-04,2022-10-04,2023-08-31,NULL,R,810.00,810.00,0.00,271296.0000,1004.8000000,0,0,A
19.220420-136-SH.1,19.220420-136-SH,19.05-600013,19.Default,220420-136-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2022-12-09,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220822-210-SH.3,19.220822-210-SH,19.05-600003,19.Default,220822-210-SH,19.Default.19.05-600003,Canceled,2022-10-04,2022-10-04,2023-08-31,NULL,R,480.00,480.00,0.00,205984.0000,1287.4000000,0,0,A
19.220323-129-SH.10,19.220323-129-SH,19.05-600015,19.Default,220323-129-SH,19.Default.19.05-600015,Fully Billed,2022-10-04,2022-10-04,NULL,NULL,A,288.00,0.00,288.00,261649.9200,2725.5200000,0,0,A
19.220628-180-SH.6,19.220628-180-SH,19.05-600014,19.Default,220628-180-SH,19.Default.19.05-600014,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,288.00,0.00,288.00,258032.6400,2687.8400000,0,0,A
19.220323-129-SH.6,19.220323-129-SH,19.05-600014,19.Default,220323-129-SH,19.Default.19.05-600014,Fully Billed,2022-10-04,2022-10-04,NULL,NULL,A,288.00,0.00,288.00,258032.6400,2687.8400000,0,0,A
19.220628-177-SH.1,19.220628-177-SH,19.05-600013,19.Default,220628-177-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220323-129-SH.3,19.220323-129-SH,19.05-600011,19.Default,220323-129-SH,19.Default.19.05-600011,Fully Billed,2022-10-04,2022-10-04,NULL,NULL,A,60.00,0.00,60.00,18840.0000,942.0000000,0,0,A
19.220628-172-SH.1,19.220628-172-SH,19.05-600013,19.Default,220628-172-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-01-11,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220318-125-SH.1,19.220318-125-SH,19.05-600013,19.Default,220318-125-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220628-169-SH.2,19.220628-169-SH,19.05-600012,19.Default,220628-169-SH,19.Default.19.05-600012,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,240.00,0.00,240.00,1256.0000,15.7000000,0,0,A
19.220318-123-SH.1,19.220318-123-SH,19.05-600013,19.Default,220318-123-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,NULL,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220628-167-SH.2,19.220628-167-SH,19.05-600021,19.Default,220628-167-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-01-03,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220420-130-SH.1,19.220420-130-SH,19.05-600013,19.Default,220420-130-SH,19.Default.19.05-600013,Canceled,2022-10-04,2022-10-04,NULL,NULL,R,1248.00,1248.00,0.00,1163859.8400,2797.7400000,0,0,A
19.220513-160-SH.2,19.220513-160-SH,19.05-600003,19.Default,220513-160-SH,19.Default.19.05-600003,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,720.00,0.00,720.00,308976.0000,1287.4000000,0,0,A
19.220513-153-SH.1,19.220513-153-SH,19.05-600013,19.Default,220513-153-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220513-158-SH.2,19.220513-158-SH,19.05-600021,19.Default,220513-158-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-04-01,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220513-149-SH.1,19.220513-149-SH,19.05-600013,19.Default,220513-149-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-02-01,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220628-186-SH.1,19.220628-186-SH,19.05-600013,19.Default,220628-186-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-02-10,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220513-144-SH.2,19.220513-144-SH,19.05-600021,19.Default,220513-144-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-03-11,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220628-182-SH.1,19.220628-182-SH,19.05-600013,19.Default,220628-182-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-02-01,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220420-156-SH.5,19.220420-156-SH,19.05-600012,19.Default,220420-156-SH,19.Default.19.05-600012,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,210.00,0.00,210.00,1099.0000,15.7000000,0,0,A
19.220628-179-SH.1,19.220628-179-SH,19.05-600013,19.Default,220628-179-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-01-31,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220420-156-SH.1,19.220420-156-SH,19.05-600007,19.Default,220420-156-SH,19.Default.19.05-600007,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,420.00,0.00,420.00,434324.8000,3102.3200000,0,0,A
19.220628-174-SH.2,19.220628-174-SH,19.05-600009,19.Default,220628-174-SH,19.Default.19.05-600009,Fully Billed,2022-10-04,2022-10-04,2023-03-31,NULL,G,1080.00,0.00,1080.00,23738.4000,65.9400000,0,0,A
19.220420-156-SH.8,19.220420-156-SH,19.05-600010,19.Default,220420-156-SH,19.Default.19.05-600010,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,288.00,0.00,288.00,261649.9200,2725.5200000,0,0,A
19.220628-171-SH.2,19.220628-171-SH,19.05-600021,19.Default,220628-171-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-01-03,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220420-139-SH.10,19.220420-139-SH,19.05-600015,19.Default,220420-139-SH,19.Default.19.05-600015,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,288.00,0.00,288.00,261649.9200,2725.5200000,0,0,A
19.220628-168-SH.3,19.220628-168-SH,19.05-600012,19.Default,220628-168-SH,19.Default.19.05-600012,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,840.00,0.00,840.00,4396.0000,15.7000000,0,0,A
19.220420-139-SH.6,19.220420-139-SH,19.05-600014,19.Default,220420-139-SH,19.Default.19.05-600014,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,288.00,0.00,288.00,258032.6400,2687.8400000,0,0,A
19.220628-166-SH.1,19.220628-166-SH,19.05-600013,19.Default,220628-166-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2022-12-19,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220420-139-SH.2,19.220420-139-SH,19.05-600006,19.Default,220420-139-SH,19.Default.19.05-600006,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,R,300.00,0.00,300.00,10362.0000,103.6200000,0,0,A
