guid,itemId,type,itemWatt,batteryCapacityWh,itemCategory,manufacturerID
9.15229,35-115229,InvtPart,0.00,2760,Storage,BB5B98F7
9.6766,35-016740,InvtPart,0.00,0,Storage,BB5B98F7
9.6587,35-013447,InvtPart,0.00,15360,Storage,BB5B98F7
9.10160,35-010859,InvtPart,0.00,2560,Storage,BB5B98F7
9.14739,41-114739,InvtPart,0.00,0,Charging Stations,08F557B6
9.12661,41-112661,InvtPart,0.00,0,Charging Stations,08F557B6
9.14826,41-114826,InvtPart,0.00,0,Charging Stations,08F557B6
9.14834,41-114834,InvtPart,0.00,0,Charging Stations,08F557B6
9.12659,41-112659,InvtPart,0.00,0,Charging Stations,08F557B6
9.14852,41-114852,InvtPart,0.00,0,Charging Stations,08F557B6
9.12652,41-112652,InvtPart,0.00,0,Charging Stations,08F557B6
9.12657,41-112657,InvtPart,0.00,0,Charging Stations,08F557B6
9.13548,41-113548,InvtPart,0.00,0,Charging Stations,08F557B6
9.14746,41-114746,InvtPart,0.00,0,Charging Stations,08F557B6
9.14851,41-114851,InvtPart,0.00,0,Charging Stations,08F557B6
9.16315,37-116315,InvtPart,0.00,0,Other,E07B651E
9.12846,37-112846,InvtPart,0.00,0,Other,E07B651E
9.14958,37-114958,InvtPart,0.00,0,Other,E07B651E
9.14895,39-114895,InvtPart,0.00,0,Racking,22F828EF
9.16702,41-116702,InvtPart,0.00,0,Charging Stations,30F4DE89
9.11969,PREPAYMENT,NonInvtPart,0.00,0,Other,AAB84CAD
9.1505,Descuento para clientes,Discount,0.00,0,Other,AAB84CAD
9.1380,Cash Discount,Discount,0.00,0,Other,AAB84CAD
9.13373,Descuento 1% prepago,Discount,0.00,0,Other,AAB84CAD
9.16791,37-116791,InvtPart,0.00,0,Other,0EDD91EB
9.13727,37-113727,InvtPart,0.00,0,Other,0EDD91EB
9.16790,37-116790,InvtPart,0.00,0,Other,0EDD91EB
9.16945,41-116945,InvtPart,0.00,0,Charging Stations,CB1F0617
9.16942,41-116942,InvtPart,0.00,0,Charging Stations,CB1F0617
9.17000,41-117000,InvtPart,0.00,0,Charging Stations,CB1F0617
9.12535,40-112535,InvtPart,0.00,0,Storage,BB5B98F7
9.5727,35-013429,InvtPart,0.00,2560,Storage,BB5B98F7
9.10163,35-010860,InvtPart,0.00,0,Storage,BB5B98F7
9.14576,39-114576,InvtPart,0.00,0,Racking,CFD96F15
9.16849,39-116849,InvtPart,0.00,0,Racking,8210C7C7
9.9561,37-018015,InvtPart,0.00,0,Other,BB5B98F7
9.14653,40-114653,InvtPart,0.00,0,Storage,BB5B98F7
9.14652,40-114652,InvtPart,0.00,0,Storage,BB5B98F7
9.12549,35-112549,InvtPart,0.00,15360,Storage,BB5B98F7
9.9565,37-018013,InvtPart,0.00,0,Other,BB5B98F7
9.12617,35-112617,InvtPart,0.00,0,Storage,BB5B98F7
9.12426,40-112426,InvtPart,0.00,0,Storage,BB5B98F7
9.6175,35-013891,InvtPart,0.00,0,Storage,BB5B98F7
9.5001,35-010862,InvtPart,0.00,0,Storage,BB5B98F7
9.5710,35-013428,InvtPart,0.00,0,Storage,BB5B98F7
9.9556,37-018014,InvtPart,0.00,0,Other,BB5B98F7
9.6453,35-013439,InvtPart,0.00,2760,Storage,BB5B98F7
9.11762,37-111762,InvtPart,0.00,0,Storage,BB5B98F7
9.15081,38-115081,NonInvtPart,0.00,0,Other,08F557B6
9.14738,41-114738,InvtPart,0.00,0,Charging Stations,08F557B6
9.12660,41-112660,InvtPart,0.00,0,Charging Stations,08F557B6
9.14369,41-114369,InvtPart,0.00,0,Charging Stations,08F557B6
9.14737,41-114737,InvtPart,0.00,0,Charging Stations,08F557B6
9.14825,41-114825,InvtPart,0.00,0,Charging Stations,08F557B6
9.12658,41-112658,InvtPart,0.00,0,Charging Stations,08F557B6
9.13549,41-113549,InvtPart,0.00,0,Charging Stations,08F557B6
9.12650,41-112650,InvtPart,0.00,0,Charging Stations,08F557B6
9.12656,41-112656,InvtPart,0.00,0,Charging Stations,08F557B6
9.14370,41-114370,InvtPart,0.00,0,Charging Stations,08F557B6
9.14959,37-114959,InvtPart,0.00,0,Other,E07B651E
9.12845,37-112845,InvtPart,0.00,0,Other,E07B651E
9.12844,37-112844,InvtPart,0.00,0,Other,E07B651E
9.14896,39-114896,InvtPart,0.00,0,Racking,22F828EF
9.14233,39-114233,InvtPart,0.00,0,Racking,22F828EF
9.8922,37-016491,InvtPart,0.00,0,Other,8F5B8B16
9.8986,37-016492,InvtPart,0.00,0,Other,8F5B8B16
9.16701,41-116701,InvtPart,0.00,0,Charging Stations,30F4DE89
9.16700,41-116700,InvtPart,0.00,0,Charging Stations,30F4DE89
9.16699,41-116699,InvtPart,0.00,0,Charging Stations,30F4DE89
9.6794,32-016205,InvtPart,295.00,0,Inverters,3F931EF7
9.5073,36-011894,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.12530,35-112530,InvtPart,0.00,0,Storage,3F931EF7
9.5451,32-011882,InvtPart,295.00,0,Inverters,3F931EF7
9.6831,36-016480,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.5524,37-012687,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.5478,36-011900,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.14680,32-114680,InvtPart,380.00,0,Inverters,3F931EF7
9.5466,36-011901,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.7707,37-018126,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.13377,37-113377,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.12892,36-112892,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.5666,35-012182,InvtPart,0.00,0,Storage,3F931EF7
9.9852,35-012183,InvtPart,0.00,0,Storage,3F931EF7
9.12187,35-112187,InvtPart,0.00,10500,Storage,3F931EF7
9.5476,36-011904,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.14343,36-114343,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.14679,32-114679,InvtPart,360.00,0,Inverters,3F931EF7
9.5456,32-011883,InvtPart,315.00,0,Inverters,3F931EF7
9.5444,36-011902,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.7137,32-017753,InvtPart,366.00,0,Inverters,3F931EF7
9.13542,37-013542,InvtPart,0.00,0,Other,09AD558F
9.9387,37-017104,InvtPart,0.00,0,Other,09AD558F
9.12424,39-112424,InvtPart,0.00,0,Racking,CC0F6A31
9.6571,39-014680,InvtPart,0.00,0,Racking,CC0F6A31
9.5913,39-014684,InvtPart,0.00,0,Racking,CC0F6A31
9.6755,39-016732,InvtPart,0.00,0,Racking,CC0F6A31
9.4819,32-010412,InvtPart,25000.00,0,Inverters,8561ECE0
9.1513,32-006359,InvtPart,3600.00,0,Inverters,8561ECE0
9.1958,36-007550,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.1534,32-006380,InvtPart,15000.00,0,Inverters,8561ECE0
9.14648,41-114648,InvtPart,0.00,0,Charging Stations,8561ECE0
9.5372,32-011450,InvtPart,3000.00,0,Inverters,8561ECE0
9.1543,32-006397,InvtPart,4600.00,0,Inverters,8561ECE0
9.14521,32-114521,InvtPart,15000.00,0,Inverters,8561ECE0
9.1854,32-006378,InvtPart,5000.00,0,Inverters,8561ECE0
9.7093,36-017195,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.11363,41-111363,InvtPart,0.00,0,Charging Stations,8561ECE0
9.11361,41-111361,InvtPart,0.00,0,Charging Stations,8561ECE0
9.4781,32-010606,InvtPart,8200.00,0,Inverters,8561ECE0
9.1547,32-006379,InvtPart,10000.00,0,Inverters,8561ECE0
9.4535,36-010260,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.4525,36-010258,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.7102,36-017215,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.1535,32-006384,InvtPart,27000.00,0,Inverters,8561ECE0
9.10862,32-110862,InvtPart,5000.00,0,Inverters,8561ECE0
9.1392,32-006370,InvtPart,7000.00,0,Inverters,8561ECE0
9.1532,32-006364,InvtPart,8200.00,0,Inverters,8561ECE0
9.14900,36-114900,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.1537,32-006372,InvtPart,10000.00,0,Inverters,8561ECE0
9.6218,32-016455,InvtPart,8000.00,0,Inverters,8561ECE0
9.12391,37-112391,InvtPart,0.00,0,Other,C2F60AA2
9.12393,37-112393,InvtPart,0.00,0,Other,C2F60AA2
9.13043,36-113043,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.12186,35-112186,InvtPart,0.00,3500,Storage,3F931EF7
9.5469,32-011881,InvtPart,240.00,0,Inverters,3F931EF7
9.5472,36-011905,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.5667,36-012179,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.7457,37-018128,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.5454,36-011899,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.13042,36-113042,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.8793,37-011896,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.5065,36-011895,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.8787,37-011898,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.5492,36-012178,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.5505,36-011903,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.8792,37-011897,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.12743,32-112743,InvtPart,290.00,0,Inverters,3F931EF7
9.16317,40-116317,InvtPart,0.00,0,Storage,3F931EF7
9.15231,40-115231,InvtPart,320.00,0,Inverters,3F931EF7
9.14678,32-114678,InvtPart,330.00,0,Inverters,3F931EF7
9.12532,35-112532,InvtPart,0.00,0,Storage,3F931EF7
9.5471,36-011906,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.12731,32-112731,InvtPart,349.00,0,Inverters,3F931EF7
9.7094,36-017458,InvtPart,0.00,0,Inverter Accessories,3F931EF7
9.6198,39-014681,InvtPart,0.00,0,Racking,CC0F6A31
9.6172,39-014679,InvtPart,0.00,0,Racking,CC0F6A31
9.6182,39-014683,InvtPart,0.00,0,Racking,CC0F6A31
9.5947,39-014678,InvtPart,0.00,0,Racking,CC0F6A31
9.1555,32-006381,InvtPart,17500.00,0,Inverters,8561ECE0
9.4836,32-010604,InvtPart,6000.00,0,Inverters,8561ECE0
9.2466,36-007760,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.1541,32-006387,InvtPart,15000.00,0,Inverters,8561ECE0
9.6253,36-014888,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.2118,36-007556,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.4793,32-010605,InvtPart,7000.00,0,Inverters,8561ECE0
9.2153,36-007761,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.11374,36-111374,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.1882,32-006388,InvtPart,17500.00,0,Inverters,8561ECE0
9.12665,32-112665,InvtPart,50000.00,0,Inverters,8561ECE0
9.11459,32-111459,InvtPart,100000.00,0,Inverters,8561ECE0
9.11362,41-111362,InvtPart,0.00,0,Charging Stations,8561ECE0
9.1518,32-006366,InvtPart,3700.00,0,Inverters,8561ECE0
9.4967,36-010689,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.4536,36-010256,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.14510,32-114510,InvtPart,17500.00,0,Inverters,8561ECE0
9.11366,41-111366,InvtPart,0.00,0,Charging Stations,8561ECE0
9.14511,32-114511,InvtPart,20000.00,0,Inverters,8561ECE0
9.1528,32-006398,InvtPart,5000.00,0,Inverters,8561ECE0
9.1934,36-007552,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.14507,32-114507,InvtPart,10000.00,0,Inverters,8561ECE0
9.7065,36-017196,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.12392,37-112392,InvtPart,0.00,0,Other,C2F60AA2
9.17082,37-117082,InvtPart,0.00,0,Other,C2F60AA2
9.12693,37-112693,InvtPart,0.00,0,Other,C2F60AA2
9.12385,37-112385,InvtPart,0.00,0,Other,C2F60AA2
9.12411,37-112411,InvtPart,0.00,0,Other,C2F60AA2
9.15168,37-115168,InvtPart,0.00,0,Other,C2F60AA2
9.13547,37-113547,InvtPart,0.00,0,Other,C2F60AA2
9.12410,37-112410,InvtPart,0.00,0,Other,C2F60AA2
9.12691,37-112691,InvtPart,0.00,0,Other,C2F60AA2
9.12394,37-112394,InvtPart,0.00,0,Other,C2F60AA2
9.12409,37-112409,InvtPart,0.00,0,Other,C2F60AA2
9.15262,37-115262,InvtPart,0.00,0,Other,C2F60AA2
9.12407,37-112407,InvtPart,0.00,0,Other,C2F60AA2
9.14923,32-114923,InvtPart,6000.00,0,Inverters,A9638684
9.14924,32-114924,InvtPart,3000.00,0,Inverters,A9638684
9.5069,32-012040,InvtPart,700.00,0,Inverters,A9638684
9.12927,32-112927,InvtPart,3680.00,0,Inverters,A9638684
9.13827,36-113827,InvtPart,0.00,0,Inverter Accessories,A9638684
9.12925,32-112925,InvtPart,3000.00,0,Inverters,A9638684
9.13017,36-113017,InvtPart,0.00,0,Inverter Accessories,A9638684
9.12929,32-112929,InvtPart,5000.00,0,Inverters,A9638684
9.14689,37-114689,InvtPart,0.00,0,Other,A9638684
9.14444,32-114444,InvtPart,6000.00,0,Inverters,A9638684
9.14499,32-114499,InvtPart,66000.00,0,Inverters,A9638684
9.14479,32-114479,InvtPart,10000.00,0,Inverters,A9638684
9.14500,35-114500,InvtPart,0.00,5400,Storage,A9638684
9.14487,32-114487,InvtPart,4600.00,0,Inverters,A9638684
9.14518,36-114518,InvtPart,0.00,0,Inverter Accessories,A9638684
9.13396,32-113396,InvtPart,36000.00,0,Inverters,A9638684
9.13944,38-113944,NonInvtPart,0.00,0,Other,A9638684
9.14921,32-114921,InvtPart,3680.00,0,Inverters,A9638684
9.12981,32-112981,InvtPart,10000.00,0,Inverters,A9638684
9.12962,32-112962,InvtPart,100000.00,0,Inverters,A9638684
9.14406,41-114406,InvtPart,0.00,0,Charging Stations,A9638684
9.5365,32-011451,InvtPart,3700.00,0,Inverters,8561ECE0
9.7076,36-017194,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.12664,32-112664,InvtPart,50000.00,0,Inverters,8561ECE0
9.14699,32-114699,InvtPart,50000.00,0,Inverters,8561ECE0
9.13653,40-113653,InvtPart,0.00,0,Inverters,8561ECE0
9.14508,32-114508,InvtPart,12500.00,0,Inverters,8561ECE0
9.7741,32-018136,InvtPart,4600.00,0,Inverters,8561ECE0
9.7709,32-018133,InvtPart,3000.00,0,Inverters,8561ECE0
9.1508,32-006360,InvtPart,4000.00,0,Inverters,8561ECE0
9.15059,36-115059,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.1538,32-006385,InvtPart,25000.00,0,Inverters,8561ECE0
9.1860,32-006373,InvtPart,12500.00,0,Inverters,8561ECE0
9.4823,36-010255,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.7708,32-018135,InvtPart,4000.00,0,Inverters,8561ECE0
9.7705,32-018134,InvtPart,3680.00,0,Inverters,8561ECE0
9.6217,32-016454,InvtPart,6000.00,0,Inverters,8561ECE0
9.11364,41-111364,InvtPart,0.00,0,Charging Stations,8561ECE0
9.4974,32-010608,InvtPart,3000.00,0,Inverters,8561ECE0
9.11375,32-111375,InvtPart,100000.00,0,Inverters,8561ECE0
9.12408,37-112408,InvtPart,0.00,0,Other,C2F60AA2
9.13563,37-113563,InvtPart,0.00,0,Other,C2F60AA2
9.14486,32-114486,InvtPart,3680.00,0,Inverters,A9638684
9.5521,32-012041,InvtPart,1000.00,0,Inverters,A9638684
9.14477,32-114477,InvtPart,7000.00,0,Inverters,A9638684
9.12985,32-112985,InvtPart,15000.00,0,Inverters,A9638684
9.12976,32-112976,InvtPart,4000.00,0,Inverters,A9638684
9.14498,32-114498,InvtPart,25000.00,0,Inverters,A9638684
9.14478,32-114478,InvtPart,8500.00,0,Inverters,A9638684
9.13785,32-113785,InvtPart,50000.00,0,Inverters,A9638684
9.13395,32-113395,InvtPart,30000.00,0,Inverters,A9638684
9.14644,32-114644,InvtPart,250000.00,0,Inverters,A9638684
9.14351,32-114351,InvtPart,6500.00,0,Inverters,A9638684
9.13824,32-113824,InvtPart,120000.00,0,Inverters,A9638684
9.12964,32-112964,InvtPart,120000.00,0,Inverters,A9638684
9.14512,36-114512,InvtPart,0.00,0,Inverter Accessories,A9638684
9.13374,36-113374,InvtPart,0.00,0,Inverter Accessories,A9638684
9.13397,32-113397,InvtPart,17000.00,0,Inverters,A9638684
9.13823,32-113823,InvtPart,100000.00,0,Inverters,A9638684
9.13833,35-113833,InvtPart,0.00,0,Storage,A9638684
9.14516,36-114516,InvtPart,0.00,0,Inverter Accessories,A9638684
9.14925,36-114925,InvtPart,0.00,0,Inverter Accessories,A9638684
9.13828,36-113828,InvtPart,0.00,0,Inverter Accessories,A9638684
9.14513,36-114513,InvtPart,0.00,0,Inverter Accessories,A9638684
9.13841,38-113841,NonInvtPart,0.00,0,Other,A9638684
9.12982,32-112982,InvtPart,12000.00,0,Inverters,A9638684
9.13386,36-113386,InvtPart,0.00,0,Inverter Accessories,A9638684
9.15160,40-115160,InvtPart,60000.00,0,Inverters,A9638684
9.7085,32-017317,InvtPart,25000.00,0,Inverters,8561ECE0
9.6625,32-016456,InvtPart,10000.00,0,Inverters,8561ECE0
9.7325,32-017965,InvtPart,6000.00,0,Inverters,8561ECE0
9.14961,39-114961,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.14509,32-114509,InvtPart,15000.00,0,Inverters,8561ECE0
9.14761,41-114761,InvtPart,0.00,0,Charging Stations,8561ECE0
9.14760,41-114760,InvtPart,0.00,0,Charging Stations,8561ECE0
9.14762,41-114762,InvtPart,0.00,0,Charging Stations,8561ECE0
9.13656,40-113656,InvtPart,0.00,0,Inverters,8561ECE0
9.4801,32-010603,InvtPart,8200.00,0,Inverters,8561ECE0
9.11471,32-111471,InvtPart,50000.00,0,Inverters,8561ECE0
9.1539,32-006386,InvtPart,27000.00,0,Inverters,8561ECE0
9.4816,32-010607,InvtPart,4000.00,0,Inverters,8561ECE0
9.14353,32-114353,InvtPart,10000.00,0,Inverters,A9638684
9.14514,36-114514,InvtPart,0.00,0,Inverter Accessories,A9638684
9.12928,32-112928,InvtPart,4200.00,0,Inverters,A9638684
9.14408,41-114408,InvtPart,0.00,0,Charging Stations,A9638684
9.14093,32-114093,InvtPart,250000.00,0,Inverters,A9638684
9.13372,36-113372,InvtPart,0.00,0,Inverter Accessories,A9638684
9.14350,32-114350,InvtPart,5000.00,0,Inverters,A9638684
9.13398,32-113398,InvtPart,20000.00,0,Inverters,A9638684
9.12978,32-112978,InvtPart,5000.00,0,Inverters,A9638684
9.10861,32-110861,InvtPart,4000.00,0,Inverters,8561ECE0
9.4507,32-009392,InvtPart,3000.00,0,Inverters,8561ECE0
9.1394,32-006399,InvtPart,6000.00,0,Inverters,8561ECE0
9.1527,32-006365,InvtPart,3000.00,0,Inverters,8561ECE0
9.1550,32-006358,InvtPart,3000.00,0,Inverters,8561ECE0
9.1525,32-006362,InvtPart,5000.00,0,Inverters,8561ECE0
9.1393,32-006389,InvtPart,20000.00,0,Inverters,8561ECE0
9.1881,32-006396,InvtPart,4000.00,0,Inverters,8561ECE0
9.11465,36-111465,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.1526,32-006369,InvtPart,6000.00,0,Inverters,8561ECE0
9.11754,40-111754,InvtPart,0.00,0,Charging Stations,8561ECE0
9.14922,32-114922,InvtPart,5000.00,0,Inverters,A9638684
9.14515,36-114515,InvtPart,0.00,0,Inverter Accessories,A9638684
9.13831,35-113831,InvtPart,0.00,3300,Storage,A9638684
9.12980,32-112980,InvtPart,8000.00,0,Inverters,A9638684
9.14352,32-114352,InvtPart,8000.00,0,Inverters,A9638684
9.14517,36-114517,InvtPart,0.00,0,Inverter Accessories,A9638684
9.12979,32-112979,InvtPart,6000.00,0,Inverters,A9638684
9.14721,39-114721,InvtPart,0.00,0,Racking,0D7498B1
9.2078,36-007557,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.4764,36-010257,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.15128,37-115128,InvtPart,0.00,0,Other,C2F60AA2
9.12384,37-112384,InvtPart,0.00,0,Other,C2F60AA2
9.12387,37-112387,InvtPart,0.00,0,Other,C2F60AA2
9.16746,37-116746,InvtPart,0.00,0,Other,C2F60AA2
9.12412,37-112412,InvtPart,0.00,0,Other,C2F60AA2
9.15130,37-115130,InvtPart,0.00,0,Other,C2F60AA2
9.12388,37-112388,InvtPart,0.00,0,Other,C2F60AA2
9.12796,37-112796,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.12428,38-112428,NonInvtPart,0.00,0,Other,5E0AA74F
9.12792,37-112792,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.11299,32-111299,InvtPart,36000.00,0,Inverters,5E0AA74F
9.13713,36-113713,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.12518,36-112518,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.14676,36-114676,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.11231,37-111231,InvtPart,0.00,0,Other,5E0AA74F
9.7305,36-017944,InvtPart,0.00,0,Storage,5E0AA74F
9.15064,37-115064,InvtPart,0.00,0,Other,5E0AA74F
9.12516,32-112516,InvtPart,17000.00,0,Inverters,5E0AA74F
9.13668,32-113668,InvtPart,100000.00,0,Inverters,5E0AA74F
9.11225,37-111225,InvtPart,0.00,0,Other,5E0AA74F
9.14725,32-114725,InvtPart,100000.00,0,Inverters,5E0AA74F
9.14365,41-114365,InvtPart,0.00,0,Charging Stations,5E0AA74F
9.5732,36-012775,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.14367,36-114367,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.5545,36-012402,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.14710,36-114710,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.11461,36-111461,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.7331,32-017928,InvtPart,30000.00,0,Inverters,5E0AA74F
9.6451,32-014908,InvtPart,6000.00,0,Inverters,5E0AA74F
9.6162,32-014896,InvtPart,3000.00,0,Inverters,5E0AA74F
9.6167,32-014912,InvtPart,15000.00,0,Inverters,5E0AA74F
9.11365,41-111365,InvtPart,0.00,0,Charging Stations,8561ECE0
9.4969,32-010602,InvtPart,3600.00,0,Inverters,8561ECE0
9.7675,32-017966,InvtPart,5000.00,0,Inverters,8561ECE0
9.11466,41-111466,InvtPart,0.00,0,Charging Stations,8561ECE0
9.1519,32-006371,InvtPart,8200.00,0,Inverters,8561ECE0
9.4534,32-010413,InvtPart,12500.00,0,Inverters,8561ECE0
9.1524,32-006367,InvtPart,4500.00,0,Inverters,8561ECE0
9.4372,36-009274,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.1395,32-006363,InvtPart,6000.00,0,Inverters,8561ECE0
9.1652,32-006368,InvtPart,5000.00,0,Inverters,8561ECE0
9.1928,36-007551,InvtPart,0.00,0,Inverter Accessories,8561ECE0
9.4364,32-009276,InvtPart,5000.00,0,Inverters,8561ECE0
9.1530,32-006383,InvtPart,25000.00,0,Inverters,8561ECE0
9.1531,32-006382,InvtPart,20000.00,0,Inverters,8561ECE0
9.11475,32-111475,InvtPart,50000.00,0,Inverters,8561ECE0
9.10860,32-110860,InvtPart,3000.00,0,Inverters,8561ECE0
9.1515,32-006361,InvtPart,4600.00,0,Inverters,8561ECE0
9.893,38-008360,NonInvtPart,0.00,0,Other,8561ECE0
9.14594,40-114594,InvtPart,0.00,0,Charging Stations,8561ECE0
9.15166,37-115166,InvtPart,0.00,0,Other,C2F60AA2
9.14902,37-114902,InvtPart,0.00,0,Other,C2F60AA2
9.15004,37-115004,InvtPart,0.00,0,Other,C2F60AA2
9.12390,37-112390,InvtPart,0.00,0,Other,C2F60AA2
9.15131,37-115131,InvtPart,0.00,0,Other,C2F60AA2
9.14722,39-114722,InvtPart,0.00,0,Racking,0D7498B1
9.14719,39-114719,InvtPart,0.00,0,Racking,0D7498B1
9.14720,39-114720,InvtPart,0.00,0,Racking,0D7498B1
9.15129,37-115129,InvtPart,0.00,0,Other,C2F60AA2
9.12386,37-112386,InvtPart,0.00,0,Other,C2F60AA2
9.16745,37-116745,InvtPart,0.00,0,Other,C2F60AA2
9.12403,37-112403,InvtPart,0.00,0,Other,C2F60AA2
9.12389,37-112389,InvtPart,0.00,0,Other,C2F60AA2
9.11811,37-111811,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.11831,37-111831,InvtPart,0.00,0,Other,5E0AA74F
9.5857,36-012777,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.12517,32-112517,InvtPart,20000.00,0,Inverters,5E0AA74F
9.13667,32-113667,InvtPart,30000.00,0,Inverters,5E0AA74F
9.11393,38-111393,NonInvtPart,0.00,0,Other,5E0AA74F
9.14373,32-114373,InvtPart,15000.00,0,Inverters,5E0AA74F
9.12514,32-112514,InvtPart,12000.00,0,Inverters,5E0AA74F
9.5918,36-014940,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.14674,36-114674,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
