guid,locationGuid,itemGuid,quantityAvailable,quantityBackOrdered,quantityCommitted,quantityInTransit,quantityOnHand,quantityOnOrder,averageCost,SubsidiaryID
9.280.9.5747,9.28,9.5747,3,0,0,0,3,0,4096.3498,J
9.299.9.5747,9.299,9.5747,40,0,18,0,58,0,3021.798499,J
9.244.9.5747,9.244,9.5747,1,0,0,0,1,0,2546.226,J
9.13.9.13043,9.13,9.13043,9,0,0,0,9,0,315.4897416,J
9.281.9.13043,9.281,9.13043,1,0,0,0,1,0,0,J
9.250.9.13043,9.25,9.13043,1,0,0,0,1,0,309.0388,J
9.299.9.13043,9.299,9.13043,27,0,4,0,31,0,310.2796024,J
9.280.9.12186,9.28,9.12186,3,0,0,0,3,0,4957.5262,J
9.261.9.12186,9.261,9.12186,1,0,0,0,1,0,4892.12,J
9.281.9.12186,9.281,9.12186,1,0,0,0,1,0,0,J
9.250.9.12186,9.25,9.12186,1,0,0,0,1,0,5718.0342,J
9.299.9.12186,9.299,9.12186,3,0,4,0,7,0,4927.992271,J
9.244.9.12186,9.244,9.12186,2,0,6,0,8,0,4981.810175,J
9.245.9.12186,9.245,9.12186,2,0,0,0,2,0,4989.9624,J
9.282.9.11459,9.282,9.11459,3,0,2,0,5,0,15183.65212,J
9.13.9.4536,9.13,9.4536,2,0,0,0,2,0,3.14,J
9.282.9.14511,9.282,9.14511,5,0,0,0,5,0,6157.1632,J
9.244.9.14511,9.244,9.14511,2,0,1,0,3,0,6281.140856,J
9.13.9.14511,9.13,9.14511,1,0,0,0,1,0,6102.119,J
9.302.9.14511,9.302,9.14511,1,0,0,0,1,0,5864.3268,J
9.282.9.14510,9.282,9.1451,1,0,0,0,1,0,5893.9684,J
9.278.9.14510,9.278,9.1451,3,0,0,0,3,0,5992.3446,J
9.261.9.14510,9.261,9.1451,2,0,0,0,2,0,6011.844,J
9.299.9.14510,9.299,9.1451,5,0,2,0,7,4,5613.6606,J
9.299.9.7741,9.299,9.7741,3,0,0,0,3,2,4084.9516,J
9.13.9.7741,9.13,9.7741,8,0,0,0,8,0,4115.4881,J
9.299.9.16701,9.299,9.16701,0,5,0,0,0,20,216.7856,J
9.244.9.16701,9.244,9.16701,11,0,1,10,12,0,248.06,J
9.299.9.16700,9.299,9.167,0,1,0,0,0,20,249.1119,J
9.13.9.14509,9.13,9.14509,0,2,0,0,0,2,5055.086,J
9.302.9.14509,9.302,9.14509,1,0,0,0,1,0,5258.5266,J
9.282.9.14509,9.282,9.14509,2,0,0,0,2,0,5521.1091,J
9.261.9.14509,9.261,9.14509,0,0,1,0,1,0,5042.9028,J
9.299.9.14509,9.299,9.14509,16,0,0,0,16,22,5258.530525,J
9.13.9.10861,9.13,9.10861,11,0,0,0,11,0,4541.610372,J
9.278.9.10860,9.278,9.1086,6,0,0,0,6,0,4214.9162,J
9.299.9.10860,9.299,9.1086,6,0,0,0,6,0,4223.744844,J
9.299.9.16945,9.299,9.16945,9,0,0,0,9,0,1640.381342,J
9.254.9.16945,9.254,9.16945,1,0,0,0,1,0,0,J
9.244.9.16699,9.244,9.16699,7,0,0,0,7,0,122.46,J
9.300.9.16699,9.3,9.16699,1,0,0,0,1,0,0,J
9.299.9.7325,9.299,9.7325,21,0,0,0,21,7,4744.063034,J
9.244.9.7325,9.244,9.7325,2,0,0,0,2,0,4488.1119,J
9.282.9.7325,9.282,9.7325,4,0,3,0,7,0,4903.424,J
9.299.9.6625,9.299,9.6625,8,0,0,0,8,7,6487.0359,J
9.278.9.6218,9.278,9.6218,4,0,0,0,4,0,6552.238,J
9.261.9.6218,9.261,9.6218,3,0,0,0,3,0,6577.829,J
9.299.9.6218,9.299,9.6218,3,0,0,0,3,0,6564.965456,J
9.13.9.6218,9.13,9.6218,0,0,1,0,1,0,6552.238,J
9.13.9.7675,9.13,9.7675,0,0,4,0,4,0,3726.9288,J
9.282.9.7675,9.282,9.7675,4,0,0,0,4,0,4421.3241,J
9.261.9.7675,9.261,9.7675,0,0,2,0,2,1,4359.0422,J
9.261.9.1652,9.261,9.1652,5,0,0,0,5,0,3475.4148,J
9.278.9.1515,9.278,9.1515,12,0,0,0,12,0,2982.686,J
9.302.9.11475,9.302,9.11475,1,0,0,0,1,0,9086.532,J
9.302.9.10862,9.302,9.10862,1,0,0,0,1,0,4737.3808,J
9.299.9.6175,9.299,9.6175,89,0,4,0,93,0,804.7590466,J
9.13.9.6175,9.13,9.6175,1,0,3,0,4,0,897.3178,J
9.282.9.6175,9.282,9.6175,51,0,0,0,51,0,978.125386,J
9.282.9.12617,9.282,9.12617,69,0,0,0,69,0,334.6830544,J
9.278.9.12617,9.278,9.12617,202,0,0,0,202,0,315.1590054,J
9.299.9.12617,9.299,9.12617,131,0,3,0,134,0,288.6794168,J
9.244.9.12549,9.244,9.12549,4,0,0,0,4,0,12075.1212,J
9.13.9.9556,9.13,9.9556,4,0,0,0,4,0,78.0918,J
9.261.9.10862,9.261,9.10862,0,0,1,0,1,0,4621.3892,J
9.299.9.10862,9.299,9.10862,5,0,0,0,5,0,4572.09748,J
9.278.9.9556,9.278,9.9556,115,0,0,0,115,0,78.0604,J
9.245.9.6453,9.245,9.6453,8,0,0,0,8,0,2988.2124,J
9.13.9.6453,9.13,9.6453,0,0,4,0,4,0,2966.3266,J
9.261.9.6453,9.261,9.6453,2,0,0,0,2,0,2988.2124,J
9.278.9.5466,9.278,9.5466,96,0,5,0,101,0,345.086,J
9.261.9.5466,9.261,9.5466,144,0,0,0,144,0,344.3350062,J
9.281.9.5466,9.281,9.5466,2,0,0,0,2,0,3.14,J
9.300.9.5466,9.3,9.5466,1,0,0,0,1,0,0,J
9.299.9.5466,9.299,9.5466,34,0,1,0,35,0,336.7892094,J
9.244.9.5466,9.244,9.5466,8,0,1,0,9,0,344.8976,J
9.13.9.14680,9.13,9.1468,199,0,0,0,199,0,381.7185902,J
9.278.9.14680,9.278,9.1468,134,0,14,0,148,0,379.783,J
9.265.9.14680,9.265,9.1468,3,0,0,0,3,0,379.94,J
9.261.9.14680,9.261,9.1468,980,0,128,0,1108,0,379.321577,J
9.299.9.14680,9.299,9.1468,1175,0,29,0,1204,0,380.4814302,J
9.13.9.5476,9.13,9.5476,1012,0,0,0,1012,0,24.5773452,J
9.299.9.5476,9.299,9.5476,49,0,2,0,51,150,25.080593,J
9.278.9.5476,9.278,9.5476,4030,0,0,0,4030,0,24.4190578,J
9.261.9.5476,9.261,9.5476,115,0,0,0,115,0,25.0886,J
9.282.9.14508,9.282,9.14508,2,0,0,0,2,0,5483.225,J
9.261.9.14508,9.261,9.14508,0,1,0,0,0,1,5538.7716,J
9.244.9.14508,9.244,9.14508,3,0,0,0,3,0,5324.916656,J
9.261.9.12962,9.261,9.12962,0,0,0,0,0,84,6751,J
9.246.9.12962,9.246,9.12962,2,0,0,0,2,0,4725.7,J
9.244.9.12962,9.244,9.12962,0,0,0,0,0,44,8258.2,J
9.13.9.12186,9.13,9.12186,0,3,4,0,4,3,4837.19355,J
9.244.9.8793,9.244,9.8793,734,0,41,0,775,0,50.8994,J
9.13.9.8793,9.13,9.8793,120,0,0,0,120,0,49.4864,J
9.278.9.8793,9.278,9.8793,313,0,0,0,313,0,50.6966502,J
9.265.9.8793,9.265,9.8793,1,0,0,0,1,0,50.8994,J
9.261.9.8793,9.261,9.8793,413,0,54,0,467,0,50.8053884,J
9.246.9.8793,9.246,9.8793,40,0,0,0,40,0,14.9778,J
9.299.9.13042,9.299,9.13042,6,0,3,0,9,0,314.1709416,J
9.278.9.14678,9.278,9.14678,783,0,9,0,792,756,326.56,J
9.261.9.14678,9.261,9.14678,6,0,0,0,6,0,228.592,J
9.281.9.14678,9.281,9.14678,3,0,0,0,3,0,3.14,J
9.250.9.14678,9.25,9.14678,7,0,0,0,7,0,326.56,J
9.300.9.14678,9.3,9.14678,1,0,0,0,1,0,0,J
9.244.9.14678,9.244,9.14678,2,0,0,0,2,756,327.0624,J
9.278.9.12532,9.278,9.12532,0,0,1,0,1,0,1345.176,J
9.261.9.12532,9.261,9.12532,3,0,1,0,4,0,1318.8,J
9.299.9.12532,9.299,9.12532,35,0,2,0,37,0,1362.254209,J
9.244.9.12532,9.244,9.12532,1,0,1,0,2,0,1318.8,J
9.244.9.5471,9.244,9.5471,245,0,82,0,327,0,29.9797152,J
9.13.9.5471,9.13,9.5471,106,0,0,0,106,0,29.6122724,J
9.278.9.5471,9.278,9.5471,171,0,0,0,171,0,29.987,J
9.261.9.5471,9.261,9.5471,377,0,15,0,392,0,29.987,J
9.250.9.5471,9.25,9.5471,1,0,0,0,1,0,28.6054,J
9.13.9.5505,9.13,9.5505,1275,0,0,0,1275,0,24.6979212,J
9.278.9.5505,9.278,9.5505,4536,0,0,0,4536,0,24.763296,J
9.261.9.5505,9.261,9.5505,45,0,0,0,45,0,25.0886,J
9.250.9.5505,9.25,9.5505,2,0,0,0,2,0,24.4763,J
9.299.9.5505,9.299,9.5505,155,0,2,0,157,0,25.1254008,J
9.278.9.12731,9.278,9.12731,38,0,0,0,38,0,157,J
9.278.9.5492,9.278,9.5492,67,0,0,0,67,0,48.4389588,J
9.261.9.5492,9.261,9.5492,0,0,0,0,0,100,48.4188,J
9.299.9.5492,9.299,9.5492,112,0,3,0,115,0,47.55216,J
9.244.9.5492,9.244,9.5492,35,0,7,0,42,0,48.4188,J
9.302.9.14518,9.302,9.14518,1,0,0,0,1,0,242.1568,J
9.278.9.13396,9.278,9.13396,9,0,0,0,9,0,4286.1,J
9.299.9.13396,9.299,9.13396,14,0,0,0,14,0,4629.5689,J
9.282.9.12962,9.282,9.12962,108,0,0,0,108,0,9532.593994,J
9.278.9.8466,9.278,9.8466,76,0,0,0,76,0,812.1924,J
9.299.9.8466,9.299,9.8466,4,0,1,0,5,0,408.2,J
9.300.9.11215,9.3,9.11215,3,0,4,0,7,0,0,J
9.254.9.11215,9.254,9.11215,1,0,0,0,1,0,0,J
9.281.9.11217,9.281,9.11217,5,0,0,0,5,0,0,J
9.282.9.6776,9.282,9.6776,23,0,4,0,27,48,1849.304162,J
9.261.9.6776,9.261,9.6776,24,0,2,0,26,0,2207.42,J
9.299.9.6776,9.299,9.6776,115,0,40,0,155,144,1916.643032,J
9.282.9.12511,9.282,9.12511,10,0,6,0,16,16,2961.02,J
9.278.9.12511,9.278,9.12511,0,2,0,0,0,136,2828.1666,J
9.261.9.12511,9.261,9.12511,20,0,4,0,24,0,2961.02,J
9.246.9.12511,9.246,9.12511,1,0,0,0,1,0,1825.4076,J
9.299.9.12511,9.299,9.12511,22,0,8,0,30,88,2460.338616,J
9.244.9.12511,9.244,9.12511,11,0,1,0,12,0,2961.02,J
9.277.9.7286,9.277,9.7286,360,0,0,0,360,360,4970.62,J
9.280.9.7286,9.28,9.7286,1,0,0,0,1,0,4922.0128,J
9.250.9.5476,9.25,9.5476,3,0,0,0,3,0,24.7641438,J
9.13.9.5524,9.13,9.5524,514,0,18,0,532,0,67.3983416,J
9.278.9.5524,9.278,9.5524,216,0,23,0,239,960,67.196,J
9.265.9.5524,9.265,9.5524,6,0,0,0,6,0,65.5946,J
9.261.9.5524,9.261,9.5524,0,3,102,0,102,640,66.9134,J
9.299.9.5524,9.299,9.5524,246,0,6,0,252,0,66.2070256,J
9.246.9.5524,9.246,9.5524,67,0,0,0,67,0,19.7192,J
9.300.9.14679,9.3,9.14679,2,0,0,0,2,0,0,J
9.244.9.14679,9.244,9.14679,0,7,442,0,442,1512,361.1,J
9.299.9.14679,9.299,9.14679,4,0,211,0,215,756,362.0446376,J
9.261.9.14679,9.261,9.14679,330,0,17,0,347,756,360.8918808,J
9.13.9.14679,9.13,9.14679,955,0,87,0,1042,0,361.5954292,J
9.278.9.14679,9.278,9.14679,742,0,0,0,742,756,361.1,J
9.254.9.12391,9.254,9.12391,1,0,0,0,1,0,0,J
9.299.9.13828,9.299,9.13828,11,0,3,0,14,0,1675.81128,J
9.13.9.13828,9.13,9.13828,2,0,0,0,2,0,1693.3078,J
9.13.9.13824,9.13,9.13824,15,0,0,0,15,0,6280,J
9.278.9.13824,9.278,9.13824,32,0,0,0,32,0,6280,J
9.290.9.13824,9.29,9.13824,1,0,0,0,1,0,7693,J
9.244.9.13785,9.244,9.13785,8,0,0,0,8,0,3768,J
9.290.9.13785,9.29,9.13785,2,0,1,0,3,0,3768,J
9.261.9.13785,9.261,9.13785,7,0,0,0,7,0,3768,J
9.299.9.14644,9.299,9.14644,0,0,15,0,15,0,16045.68678,J
9.13.9.13395,9.13,9.13395,6,0,0,0,6,0,4132.24,J
9.278.9.13395,9.278,9.13395,37,0,0,0,37,0,4132.24,J
9.261.9.8843,9.261,9.8843,14,0,1,0,15,0,751.088,J
9.244.9.8843,9.244,9.8843,5,0,0,0,5,0,751.088,J
9.299.9.8843,9.299,9.8843,5,0,4,0,9,25,750.46,J
9.299.9.8469,9.299,9.8469,0,4,0,0,0,24,1096.1426,J
9.261.9.8469,9.261,9.8469,0,40,145,0,145,648,1021.620007,J
9.244.9.8469,9.244,9.8469,15,0,55,0,70,168,1021.68736,J
9.13.9.8469,9.13,9.8469,23,0,0,0,23,0,1105.958523,J
9.282.9.8469,9.282,9.8469,0,1,0,0,0,0,1212.9506,J
9.299.9.8472,9.299,9.8472,11,0,4,0,15,0,1096.157264,J
9.261.9.8472,9.261,9.8472,41,0,75,0,116,288,1022.585651,J
9.244.9.8472,9.244,9.8472,0,1,31,0,31,84,1021.939345,J
9.13.9.8472,9.13,9.8472,7,0,0,0,7,0,1036.2,J
9.282.9.8472,9.282,9.8472,0,1,0,0,0,0,1212.9506,J
9.302.9.14366,9.302,9.14366,1,0,0,0,1,0,1758.4,J
9.282.9.14366,9.282,9.14366,9,0,7,0,16,54,1064.46,J
9.278.9.14366,9.278,9.14366,54,0,0,0,54,0,1777.24,J
9.281.9.14366,9.281,9.14366,2,0,0,0,2,0,3.14,J
9.299.9.14366,9.299,9.14366,14,0,1,0,15,54,1064.46,J
9.302.9.13665,9.302,9.13665,1,0,0,0,1,0,6911.14,J
9.282.9.13665,9.282,9.13665,3,0,2,0,5,0,5095.4978,J
9.278.9.13665,9.278,9.13665,12,0,2,0,14,0,6850.4124,J
9.261.9.13665,9.261,9.13665,10,0,12,0,22,0,6911.14,J
9.299.9.13665,9.299,9.13665,0,0,5,0,5,60,6911.14,J
9.244.9.13665,9.244,9.13665,10,0,10,0,20,0,6911.14,J
9.299.9.11834,9.299,9.11834,32,0,3,0,35,0,0,J
9.244.9.11834,9.244,9.11834,19,0,0,0,19,0,0,J
9.13.9.11834,9.13,9.11834,1,0,1,0,2,0,3.14,J
9.282.9.11834,9.282,9.11834,193,0,0,0,193,0,0.0307406,J
9.278.9.11236,9.278,9.11236,53,0,0,0,53,0,54.9049724,J
9.261.9.11236,9.261,9.11236,119,0,0,0,119,0,81.64,J
9.299.9.11236,9.299,9.11236,590,0,5,0,595,0,0,J
9.244.9.11236,9.244,9.11236,140,0,1,0,141,0,81.64,J
9.13.9.11236,9.13,9.11236,19,0,0,0,19,0,62.1885164,J
9.254.9.4847,9.254,9.4847,2,0,0,0,2,0,0,J
9.267.9.7286,9.267,9.7286,0,0,1,0,1,0,0,J
9.261.9.7286,9.261,9.7286,157,0,8,0,165,0,4970.62,J
9.250.9.7286,9.25,9.7286,1,0,0,0,1,0,8624.952,J
9.299.9.7286,9.299,9.7286,181,0,46,0,227,132,4976.264401,J
9.244.9.7286,9.244,9.7286,24,0,1,0,25,0,4970.62,J
9.14.9.7286,9.14,9.7286,1,0,0,0,1,0,4936.9906,J
9.13.9.7286,9.13,9.7286,0,165,0,0,0,24,4904.994,J
9.282.9.7286,9.282,9.7286,631,0,161,0,792,1080,4841.760711,J
9.299.9.14709,9.299,9.14709,1937,0,36,0,1973,0,219.8,J
9.261.9.14709,9.261,9.14709,0,0,100,0,100,0,112.098,J
9.244.9.14709,9.244,9.14709,672,0,951,0,1623,0,153.86,J
9.13.9.14709,9.13,9.14709,144,0,0,0,144,0,218.858,J
9.282.9.14709,9.282,9.14709,14860,0,553,0,15413,0,219.7989638,J
9.244.9.14376,9.244,9.14376,0,0,5,0,5,0,5196.7,J
9.282.9.14376,9.282,9.14376,1,0,0,0,1,0,5284.62,J
9.278.9.14376,9.278,9.14376,0,0,1,0,1,0,5279.5332,J
9.261.9.14376,9.261,9.14376,0,1,1,0,1,1,5196.7,J
9.278.9.13666,9.278,9.13666,0,0,0,0,0,9,6571.6903,J
9.261.9.13666,9.261,9.13666,38,0,6,0,44,0,6553.18,J
9.281.9.13666,9.281,9.13666,1,0,0,0,1,0,3.14,J
9.299.9.13666,9.299,9.13666,6,0,5,0,11,21,6553.18,J
9.244.9.13666,9.244,9.13666,21,0,16,0,37,0,6553.18,J
9.13.9.13666,9.13,9.13666,0,0,0,0,0,6,6580.969,J
9.278.9.13713,9.278,9.13713,54,0,2,0,56,0,415.108,J
9.261.9.13713,9.261,9.13713,64,0,5,0,69,0,452.16,J
9.281.9.13713,9.281,9.13713,2,0,0,0,2,0,0,J
9.300.9.13713,9.3,9.13713,1,0,0,0,1,0,0,J
9.299.9.13713,9.299,9.13713,0,12,2,0,2,144,452.16,J
9.244.9.13713,9.244,9.13713,61,0,0,0,61,0,452.16,J
9.13.9.13713,9.13,9.13713,43,0,5,0,48,0,415.108,J
9.282.9.14375,9.282,9.14375,14,0,1,0,15,0,5030.28,J
9.278.9.14375,9.278,9.14375,1,0,0,0,1,0,5030.28,J
9.266.9.14375,9.266,9.14375,1,0,0,0,1,0,5030.28,J
9.261.9.14375,9.261,9.14375,25,0,4,0,29,0,4336.448267,J
9.299.9.14375,9.299,9.14375,47,0,3,0,50,72,5030.28,J
9.244.9.14375,9.244,9.14375,14,0,4,0,18,0,5030.28,J
9.244.9.11461,9.244,9.11461,7,0,1,0,8,10,1566.86,J
9.13.9.11461,9.13,9.11461,0,0,2,0,2,0,1598.26,J
9.282.9.11461,9.282,9.11461,0,0,2,0,2,0,1684.1861,J
9.299.9.11521,9.299,9.11521,5,0,3,0,8,0,0,J
9.254.9.11521,9.254,9.11521,2,0,0,0,2,0,0,J
9.244.9.11521,9.244,9.11521,17,0,0,0,17,0,51.0730106,J
9.13.9.11521,9.13,9.11521,7,0,0,0,7,0,3.14,J
9.282.9.11521,9.282,9.11521,182,0,0,0,182,0,0.0282914,J
9.278.9.11521,9.278,9.11521,20,0,0,0,20,0,3.14,J
9.282.9.5943,9.282,9.5943,0,17,70,0,70,60,1144.53,J
9.278.9.5943,9.278,9.5943,0,9,43,0,43,48,1661.06,J
9.261.9.5943,9.261,9.5943,148,0,39,0,187,0,1661.06,J
9.281.9.5943,9.281,9.5943,2,0,0,0,2,0,3.14,J
9.299.9.5943,9.299,9.5943,141,0,2,0,143,72,1506.484834,J
9.244.9.5943,9.244,9.5943,32,0,5,0,37,0,1661.06,J
9.278.9.11232,9.278,9.11232,11,0,0,0,11,0,3.14,J
9.254.9.11232,9.254,9.11232,6,0,0,0,6,0,0,J
9.244.9.11232,9.244,9.11232,21,0,0,0,21,0,137.6456366,J
9.13.9.11232,9.13,9.11232,24,0,0,0,24,0,3.14,J
9.278.9.14920,9.278,9.1492,11,0,3590,0,3601,0,153.8630458,J
9.281.9.14920,9.281,9.1492,1,0,0,0,1,0,3.14,J
9.299.9.14920,9.299,9.1492,5,0,224,0,229,0,146.3851672,J
9.13.9.13017,9.13,9.13017,18,0,0,0,18,0,380.7878,J
9.244.9.4847,9.244,9.4847,150,0,31,0,181,0,182.12,J
9.284.9.4847,9.284,9.4847,1,0,0,0,1,0,186.0136,J
9.261.9.4847,9.261,9.4847,360,0,10,0,370,0,182.12,J
9.250.9.4847,9.25,9.4847,1,0,0,0,1,0,188.4,J
9.245.9.4847,9.245,9.4847,1,0,0,0,1,0,188.4,J
9.13.9.4847,9.13,9.4847,71,0,3,0,74,0,155.2517736,J
9.300.9.15108,9.3,9.15108,1,0,0,0,1,0,0,J
9.299.9.15108,9.299,9.15108,204,0,0,0,204,0,26.6599816,J
9.13.9.15108,9.13,9.15108,57,0,0,0,57,0,25.8108,J
9.278.9.15108,9.278,9.15108,225,0,0,0,225,0,25.47796,J
9.261.9.15108,9.261,9.15108,156,0,0,0,156,0,25.277,J
9.13.9.13638,9.13,9.13638,341,0,0,0,341,0,0.5652,J
9.282.9.13638,9.282,9.13638,750,0,50,0,800,0,0.5652,J
9.278.9.13638,9.278,9.13638,1647,0,100,0,1747,0,0.5652,J
9.261.9.13638,9.261,9.13638,996,0,0,0,996,0,0.5652,J
9.283.9.6759,9.283,9.6759,1,0,0,0,1,0,39.564,J
9.299.9.6759,9.299,9.6759,15881,0,1095,0,16976,0,39.2249428,J
9.299.9.14893,9.299,9.14893,195,0,31,0,226,0,66.757656,J
9.244.9.4503,9.244,9.4503,1075,0,0,0,1075,0,3.4063348,J
9.13.9.4503,9.13,9.4503,160,0,0,0,160,3000,3.3912,J
9.278.9.4503,9.278,9.4503,5,0,0,0,5,0,3.22164,J
9.266.9.3970,9.266,9.397,0,0,0,0,-14,0,2.355,J
9.265.9.3970,9.265,9.397,14,0,0,0,14,0,0,J
9.261.9.3970,9.261,9.397,3813,0,1209,0,5022,4000,2.355,J
9.252.9.3970,9.252,9.397,4,0,0,0,4,0,2.4492,J
9.250.9.3970,9.25,9.397,1,0,0,0,1,0,2.2608,J
9.244.9.3970,9.244,9.397,1166,0,2003,0,3169,3500,2.355,J
9.13.9.3970,9.13,9.397,2001,0,0,0,2001,0,2.355,J
9.13.9.15270,9.13,9.1527,15,0,0,0,15,0,31.3058,J
9.278.9.15270,9.278,9.1527,429,0,0,0,429,0,31.4942,J
9.261.9.15270,9.261,9.1527,930,0,0,0,930,0,31.539102,J
9.250.9.4467,9.25,9.4467,1,0,0,0,1,0,9.0746,J
9.299.9.4467,9.299,9.4467,0,0,2000,0,2000,0,2.7318,J
9.244.9.4467,9.244,9.4467,913,0,1390,0,2303,1600,9.577,J
9.13.9.4467,9.13,9.4467,984,0,1120,0,2104,0,9.9538,J
9.278.9.4467,9.278,9.4467,142,0,411,0,553,0,10.1571778,J
9.13.9.2340,9.13,9.234,2149,0,2250,0,4399,0,0.9734,J
9.282.9.2340,9.282,9.234,28,0,0,0,28,0,1.1304,J
9.278.9.2340,9.278,9.234,6,0,0,0,6,0,0.9734,J
9.281.9.12535,9.281,9.12535,2,0,0,0,2,0,0,J
9.300.9.12535,9.3,9.12535,2,0,0,0,2,0,0,J
9.285.9.12535,9.285,9.12535,1,0,0,0,1,0,0.0314,J
9.283.9.5727,9.283,9.5727,2,0,0,0,2,0,3239.2083,J
9.261.9.5727,9.261,9.5727,5,0,4,0,9,0,2635.9044,J
9.250.9.5727,9.25,9.5727,2,0,0,0,2,0,3227.7316,J
9.299.9.5727,9.299,9.5727,109,0,7,0,116,0,2637.466833,J
9.13.9.5727,9.13,9.5727,4,0,0,0,4,0,2872.5348,J
9.282.9.5727,9.282,9.5727,37,0,9,0,46,0,2603.805405,J
9.278.9.5727,9.278,9.5727,26,0,4,0,30,0,2776.9532,J
9.278.9.9561,9.278,9.9561,59,0,0,0,59,0,61.701,J
9.299.9.9561,9.299,9.9561,68,0,0,0,68,0,61.3768264,J
9.244.9.9561,9.244,9.9561,27,0,0,0,27,0,61.3242,J
9.278.9.5710,9.278,9.571,39,0,2,0,41,0,1288.255462,J
9.283.9.5710,9.283,9.571,1,0,0,0,1,0,1399.812,J
9.261.9.5710,9.261,9.571,4,0,1,0,5,0,1323.0704,J
9.250.9.5710,9.25,9.571,1,0,0,0,1,0,1497.2462,J
9.299.9.5710,9.299,9.571,95,0,5,0,100,0,1266.363256,J
9.244.9.5710,9.244,9.571,1,0,0,0,1,0,1323.0704,J
9.245.9.5710,9.245,9.571,2,0,0,0,2,0,1323.0704,J
9.13.9.5710,9.13,9.571,2,0,24,0,26,0,1306.595071,J
9.261.9.13017,9.261,9.13017,0,0,0,0,0,30,366.2496,J
9.281.9.13017,9.281,9.13017,1,0,0,0,1,0,3.14,J
9.278.9.13017,9.278,9.13017,577,0,0,0,577,0,382.020878,J
9.290.9.13017,9.29,9.13017,1,0,0,0,1,0,366.2496,J
9.299.9.13017,9.299,9.13017,3,0,5,0,8,1,353.7838,J
9.299.9.12822,9.299,9.12822,637,0,53,0,690,720,106.76,J
9.261.9.12822,9.261,9.12822,349,0,502,0,851,0,106.76,J
9.250.9.12822,9.25,9.12822,4,0,0,0,4,0,97.34,J
9.282.9.12822,9.282,9.12822,188,0,131,0,319,0,106.76,J
9.278.9.12822,9.278,9.12822,3880,0,1178,0,5058,0,106.76,J
9.244.9.12822,9.244,9.12822,63,0,840,0,903,100,106.76,J
9.299.9.12513,9.299,9.12513,47,0,4,0,51,128,3157.109923,J
9.261.9.12513,9.261,9.12513,9,0,4,0,13,0,3943.84,J
9.13.9.12513,9.13,9.12513,29,0,6,0,35,48,3921.02746,J
9.282.9.12513,9.282,9.12513,32,0,10,0,42,64,3943.84,J
9.13.9.12509,9.13,9.12509,49,0,2,0,51,16,2508.86,J
9.278.9.12509,9.278,9.12509,37,0,9,0,46,16,2508.86,J
9.261.9.12509,9.261,9.12509,7,0,0,0,7,0,2530.36451,J
