guid,headerGuid,itemGuid,locationGuid,purchaseOrderNumber,inventoryGuid,status,createdDate,tranDate,plannedDate,actualReceiptDate,invoiceType,qtyOrdered,qtyOpen,qtyReceived,amount,itemRate,isDropShip,isIntercompany,SubsidiaryID
9.1167089.2,9.1167089,9.8943,9.244,PO-F-2021-1036,9.244.9.8943,Fully Billed,2021-12-21,2022-01-14,2022-01-14,2022-01-17,G,1500.00,0.00,1500.00,1020.5000,2.0410000,NULL,0,G
9.1202273.17,9.1202273,9.1863,9.244,PO-F-2022-0033,9.244.9.1863,Fully Billed,2022-01-11,2022-01-14,2022-01-20,2022-01-20,A,6.00,0.00,6.00,9239.3244,4619.6622000,NULL,1,G
9.1202273.1,9.1202273,9.3562,9.244,PO-F-2022-0033,9.244.9.3562,Fully Billed,2022-01-11,2022-01-14,2022-01-20,2022-01-20,G,600.00,0.00,600.00,1400.4400,7.0022000,NULL,1,G
9.1202273.2,9.1202273,9.3323,9.244,PO-F-2022-0033,9.244.9.3323,Fully Billed,2022-01-11,2022-01-14,2022-01-20,2022-01-20,A,75.00,0.00,75.00,182.1200,7.2848000,NULL,1,G
9.1202273.11,9.1202273,9.5023,9.244,PO-F-2022-0033,9.244.9.5023,Fully Billed,2022-01-11,2022-01-14,2022-01-20,2022-01-20,G,450.00,0.00,450.00,409.7700,2.7318000,NULL,1,G
9.1202273.15,9.1202273,9.7088,9.244,PO-F-2022-0033,9.244.9.7088,Fully Billed,2022-01-11,2022-01-14,2022-01-20,2022-01-20,G,1620.00,0.00,1620.00,157622.9760,291.8944000,NULL,1,G
9.1202273.5,9.1202273,9.7067,9.244,PO-F-2022-0033,9.244.9.7067,Fully Billed,2022-01-11,2022-01-14,2022-01-20,2022-01-20,R,3000.00,0.00,3000.00,2951.6000,2.9516000,NULL,1,G
9.1202273.22,9.1202273,9.2293,9.244,PO-F-2022-0033,9.244.9.2293,Fully Billed,2022-01-11,2022-01-14,2022-01-20,2022-01-20,A,45.00,0.00,45.00,2260.8000,150.7200000,NULL,1,G
9.1118062.1,9.1118062,9.11350,9.244,PO-F-2021-0965,9.244.9.11350,Fully Billed,2021-12-08,2022-01-14,2022-01-10,2022-01-10,G,2418.00,0.00,2418.00,248503.1796,308.3166000,NULL,1,G
9.1202273.19,9.1202273,9.4544,9.244,PO-F-2022-0033,9.244.9.4544,Fully Billed,2022-01-11,2022-01-14,2022-01-20,2022-01-20,A,15.00,0.00,15.00,16830.8710,3366.1742000,NULL,1,G
9.977609.1,9.977609,9.12519,9.4,PO-F-2021-0784,9.4.9.12519,Fully Billed,2021-11-05,2022-01-17,2022-01-06,2022-01-17,R,0.00,0.00,0.00,0.0000,378.2130000,NULL,0,G
9.1198323.1,9.1198323,9.7720,9.244,PO-F-2022-0028,9.244.9.7720,Fully Billed,2022-01-10,2022-01-17,2022-01-14,2022-01-14,G,2418.00,0.00,2418.00,215399.7924,267.2454000,NULL,1,G
9.977609.10,9.977609,9.12519,9.4,PO-F-2021-0784,9.4.9.12519,Fully Billed,2021-11-05,2022-01-17,2022-01-07,2022-01-17,R,0.00,0.00,0.00,0.0000,378.2130000,NULL,0,G
9.1178890.2,9.1178890,9.4794,9.244,PO-F-2022-0007,9.244.9.4794,Closed,2022-01-04,2022-01-17,2022-01-17,2022-01-17,R,0.00,0.00,0.00,0.0000,84.4974000,NULL,0,G
9.1178890.1,9.1178890,9.4829,9.244,PO-F-2022-0007,9.244.9.4829,Closed,2022-01-04,2022-01-17,2022-01-17,2022-01-17,R,0.00,0.00,0.00,0.0000,302.0680000,NULL,0,G
9.1202163.8,9.1202163,9.6195,9.244,PO-F-2022-0032,9.244.9.6195,Fully Billed,2022-01-11,2022-01-18,2022-01-20,2022-01-21,R,300.00,0.00,300.00,13206.8400,132.0684000,NULL,1,G
9.1130796.2,9.1130796,9.4794,NULL,PO-F-2021-0976,NULL,Fully Billed,2021-12-10,2022-01-18,2022-01-18,2022-01-18,A,3.00,0.00,3.00,84.4974,84.4974000,NULL,0,G
9.1202163.16,9.1202163,9.6759,9.244,PO-F-2022-0032,9.244.9.6759,Fully Billed,2022-01-11,2022-01-18,2022-01-20,2022-01-21,G,630.00,0.00,630.00,7279.7760,34.6656000,NULL,1,G
9.1130781.1,9.1130781,9.4794,NULL,PO-F-2021-0975,NULL,Fully Billed,2021-12-10,2022-01-18,2022-01-18,2022-01-18,A,12.00,0.00,12.00,337.9896,84.4974000,NULL,0,G
9.1202163.4,9.1202163,9.3152,9.244,PO-F-2022-0032,9.244.9.3152,Fully Billed,2022-01-11,2022-01-18,2022-01-20,2022-01-21,R,3000.00,0.00,3000.00,8289.6000,8.2896000,NULL,1,G
9.1130800.1,9.1130800,9.4768,NULL,PO-F-2021-0977,NULL,Fully Billed,2021-12-10,2022-01-18,2022-01-18,2022-01-18,A,3.00,0.00,3.00,219.3918,219.3918000,NULL,0,G
9.1202163.9,9.1202163,9.9851,9.244,PO-F-2022-0032,9.244.9.9851,Fully Billed,2022-01-11,2022-01-18,2022-01-20,2022-01-21,A,30.00,0.00,30.00,17030.1040,1703.0104000,NULL,1,G
9.1130796.1,9.1130796,9.4829,NULL,PO-F-2021-0976,NULL,Fully Billed,2021-12-10,2022-01-18,2022-01-18,2022-01-18,A,3.00,0.00,3.00,302.0680,302.0680000,NULL,0,G
9.1202163.12,9.1202163,9.5724,9.244,PO-F-2022-0032,9.244.9.5724,Fully Billed,2022-01-11,2022-01-18,2022-01-20,2022-01-21,R,300.00,0.00,300.00,216.6600,2.1666000,NULL,1,G
9.1234511.1,9.1234511,9.11891,NULL,PO-F-2022-0116,NULL,Fully Billed,2022-01-18,2022-01-18,2022-01-18,2022-01-18,A,3.00,0.00,3.00,7536.0000,7536.0000000,NULL,0,G
9.1202163.17,9.1202163,9.7307,9.244,PO-F-2022-0032,9.244.9.7307,Fully Billed,2022-01-11,2022-01-18,2022-01-20,2022-01-21,A,108.00,0.00,108.00,12443.4432,345.6512000,NULL,1,G
9.1202163.1,9.1202163,9.3329,9.244,PO-F-2022-0032,9.244.9.3329,Fully Billed,2022-01-11,2022-01-18,2022-01-20,2022-01-21,A,150.00,0.00,150.00,1155.5200,23.1104000,NULL,1,G
9.1202163.19,9.1202163,9.11268,9.244,PO-F-2022-0032,9.244.9.11268,Fully Billed,2022-01-11,2022-01-18,2022-01-20,2022-01-21,A,42.00,0.00,42.00,160745.8944,11481.8496000,NULL,1,G
9.1218963.2,9.1218963,9.1395,9.244,PO-F-2022-0091,9.244.9.1395,Fully Billed,2022-01-13,2022-01-18,2022-01-20,2022-01-24,A,3.00,0.00,3.00,3311.3812,3311.3812000,NULL,1,G
9.1202163.10,9.1202163,9.5454,9.244,PO-F-2022-0032,9.244.9.5454,Fully Billed,2022-01-11,2022-01-18,2022-01-20,2022-01-21,A,60.00,0.00,60.00,105.5040,5.2752000,NULL,1,G
9.1202163.6,9.1202163,9.7061,9.244,PO-F-2022-0032,9.244.9.7061,Fully Billed,2022-01-11,2022-01-18,2022-01-20,2022-01-21,X,16800.00,0.00,16800.00,15649.7600,2.7946000,NULL,1,G
9.1202163.2,9.1202163,9.3323,9.244,PO-F-2022-0032,9.244.9.3323,Fully Billed,2022-01-11,2022-01-18,2022-01-20,2022-01-21,A,150.00,0.00,150.00,364.2400,7.2848000,NULL,1,G
9.1218963.1,9.1218963,9.7076,9.244,PO-F-2022-0091,9.244.9.7076,Fully Billed,2022-01-13,2022-01-18,2022-01-20,2022-01-24,A,3.00,0.00,3.00,189.8444,189.8444000,NULL,1,G
9.1130800.2,9.1130800,9.4794,NULL,PO-F-2021-0977,NULL,Fully Billed,2021-12-10,2022-01-18,2022-01-18,2022-01-18,A,3.00,0.00,3.00,84.4974,84.4974000,NULL,0,G
9.1130781.2,9.1130781,9.4829,NULL,PO-F-2021-0975,NULL,Fully Billed,2021-12-10,2022-01-18,2022-01-18,2022-01-18,A,12.00,0.00,12.00,1208.2720,302.0680000,NULL,0,G
9.1206178.2,9.1206178,9.4794,9.244,PO-F-2022-0037,9.244.9.4794,Closed,2022-01-11,2022-01-19,2022-01-19,2022-01-19,R,0.00,0.00,0.00,0.0000,84.4974000,NULL,0,G
9.1240485.1,9.1240485,9.4794,NULL,PO-F-2022-0125,NULL,Fully Billed,2022-01-19,2022-01-19,2022-02-19,2022-01-19,A,6.00,0.00,6.00,168.9948,84.4974000,NULL,0,G
9.1206178.1,9.1206178,9.4829,9.244,PO-F-2022-0037,9.244.9.4829,Closed,2022-01-11,2022-01-19,2022-01-19,2022-01-19,R,0.00,0.00,0.00,0.0000,302.0680000,NULL,0,G
9.1239287.1,9.1239287,9.4829,NULL,PO-F-2022-0121,NULL,Fully Billed,2022-01-19,2022-01-19,2022-01-19,2022-01-19,A,6.00,0.00,6.00,604.1360,302.0680000,NULL,0,G
9.1167206.1,9.1167206,9.11401,9.244,PO-F-2021-1038,9.244.9.11401,Fully Billed,2021-12-21,2022-01-19,2022-01-19,2022-01-19,A,36.00,0.00,36.00,62548.8000,5212.4000000,NULL,0,G
9.1087291.1,9.1087291,9.5036,NULL,PO-F-2021-0900,NULL,Fully Billed,2021-12-01,2022-01-20,2022-01-20,2022-01-20,A,18.00,0.00,18.00,27576.1080,4596.0180000,NULL,1,G
9.1212982.5,9.1212982,9.6980,9.244,PO-F-2022-0046,9.244.9.6980,Fully Billed,2022-01-12,2022-01-20,2022-01-20,2022-01-24,G,336.00,0.00,336.00,20974.1952,187.2696000,NULL,1,G
9.1212982.7,9.1212982,9.11419,9.244,PO-F-2022-0046,9.244.9.11419,Fully Billed,2022-01-12,2022-01-20,2022-01-20,2022-01-24,G,630.00,0.00,630.00,7978.7400,37.9940000,NULL,1,G
9.1212982.2,9.1212982,9.6206,9.244,PO-F-2022-0046,9.244.9.6206,Fully Billed,2022-01-12,2022-01-20,2022-01-20,2022-01-24,G,420.00,0.00,420.00,7301.7560,52.1554000,NULL,1,G
9.1212982.4,9.1212982,9.7016,9.244,PO-F-2022-0046,9.244.9.7016,Fully Billed,2022-01-12,2022-01-20,2022-01-20,2022-01-24,G,2100.00,0.00,2100.00,56224.8400,80.3212000,NULL,1,G
9.1212982.1,9.1212982,9.6759,9.244,PO-F-2022-0046,9.244.9.6759,Fully Billed,2022-01-12,2022-01-20,2022-01-20,2022-01-24,G,630.00,0.00,630.00,7714.9800,36.7380000,NULL,1,G
9.1212982.3,9.1212982,9.6216,9.244,PO-F-2022-0046,9.244.9.6216,Fully Billed,2022-01-12,2022-01-20,2022-01-20,2022-01-24,G,2100.00,0.00,2100.00,45872.2600,65.5318000,NULL,1,G
